yeast	human
SAR1	DEK
ERB1	GRIK5
SHE4	PCOLN3
GON7	RRBP1
SPC98	COX4NB
CLC1	CTSG
FUN19	CLDN16
CGI121	ODC1
MAK31	MIS12
PAA1	PRPF6
YDR357C	RPSA
SUR4	CPNE2
MRPL35	POLR1B
RPS23A	CAMK2G
YER140W	PLCL2
MRPL20	IKBKG
VPS16	PEX1
KAP104	EXOSC5
RSC1	TERT
PDA1	TNFRSF8
KTR3	CSPG2
AEP1	HEATR2
ERG26	C4orf14
VPS25	GUCA2A
SAS5	SCUBE3
VTC3	HDAC1
RKM1	TIMM23
SPE3	SRPRB
YHR202W	RB1CC1
MND2	IL28B
SPC97	TTC35
YDR196C	RABEPK
BMH1	CHMP1B
TLG2	ATP6V0C
MAC1	CLCA1
AIM42	CBX1
HFD1	MRPL42
GCD6	AKT3
SIR2	PIP5K1A
TEF2	FBXO7
DYN1	VPS18
MDN1	COPS3
SSK1	LDB1
EAF6	ELAVL2
ZUO1	FBXO18
RPS7B	FMNL1
LTV1	MORF4L2
AKR1	F8
IST2	CDC42EP1
PRP21	MAP3K5
TVP18	MPG
SXM1	RPL10
YSC84	CD5L
UTP7	WDR5
MCM16	THY1
PRT1	ALAS1
YPR174C	CLDN7
IOC4	KIAA0460
BFR2	FST
CTF3	AUP1
NAM8	MAP2K7
ATP7	STK38L
BOI1	SH3RF1
NUP49	ABCB4
NOP53	PRPF40A
EFG1	CLUAP1
ELP4	CCT2
SSA3	ITGAX
CAC2	NLE1
FRS1	TPP1
PGI1	STRAP
CCT3	U2AF1
RPL8A	FNBP4
RPT4	KRT15
HTA1	DRAP1
LHP1	YES1
UBP8	MUTED
SKT5	TRIM69
TSR1	ATF7IP
LCB1	ITM2C
CIC1	SKP1A
RCL1	BRAF
CIN4	HMMR
RTG1	CRY1
SLP1	DSCAML1
TAF8	HOXB8
YME1	MYF6
LEM3	PELI1
SWH1	AGPS
DIM1	MARK4
PRP46	TOP2B
BUD3	RSF1
NUC1	RRAGC
CDC40	ARID1B
STE12	HIST1H1C
ERG24	FAM57A
YHR009C	ALDOB
TAF14	IKBKE
DOA4	CDC7
PEA2	EIF1AX
PCI8	KIF23
ALY1	TP53
CDC28	SUCLG2
TRS120	ORC6L
ILV1	MAP3K7IP2
IDP3	UBL7
CRN1	EPN1
RPS14B	NFKB2
NTR2	DUSP1
SNU13	FRMD5
SSE2	HDAC11
BET5	CDC45L
RRP15	PPM1G
RPO21	TBK1
WRS1	RAB7L1
RSC2	INPP5D
RPN9	UBQLN1
GAL83	SSR3
GDH1	IRF7
RFA1	PTPRD
YDR061W	TRAF4
PCT1	EP300
CCT5	TNFRSF11B
RPL27A	CUL1
RAD3	ELAVL1
POP1	POP1
MSL1	QARS
RPL6A	ZHX1
RPN13	NOL5A
SAP155	COPZ1
PPN1	NOL12
SBP1	NCL
RAD10	C3orf15
TEL1	STX7
ECM2	EIF2AK2
PFK1	UCHL1
MHR1	HDAC4
NOG2	COPS8
NOP16	TRIP6
DOM34	ASB9
RPL26A	GTPBP4
YJL123C	MYST4
PET123	PCQAP
ULA1	NUP155
MRPL17	CHUK
OST1	RLN2
NMD5	PTGES2
TID3	SEC61B
NNF1	CFB
ATG17	ERCC5
SCL1	PSMA2
UGA1	FEM1B
PKC1	KLK5
RPL23A	CAND1
PRE4	PSMB1
SLY1	IL1RL1
SSK2	LMO1
SAP30	FXR1
SCW11	RIBC2
LYS20	MAPK3
PSA1	FKBP5
LYS12	MAPK11
NUP60	JAM2
TMA20	MED10
SCJ1	TCF7L2
NUF2	NUF2
PAN3	PAFAH1B2
AIR2	GATA4
DRS2	GHSR
EBP2	WASL
OCA6	EPM2A
PMS1	GSTM1
YCP4	ASCC1
YPT31	CD47
VPS30	KIF5C
YLR407W	DDX56
BUD27	EXOC5
PRE1	PSMA1
HRD1	RNF130
TPK3	GALNS
RAM2	PCYT2
RPB11	IRF3
SLA1	IGKC
RPS12	PAPOLA
RBG2	EHD3
MRM1	ANKRD6
BRE5	NKRF
SAK1	ROR1
CDC55	RNF41
YKL033W	RPGRIP1
AME1	C3
EMP46	NPY
FAR1	EIF4A2
RPT3	TRAF6
UPF3	TLR8
RTT102	TICAM1
RAD53	PKIB
DAM1	CSH2
NAN1	PIN4
ELC1	FGD6
SLA2	CD40
APN1	TCF12
ERP5	BCAP31
YML119W	ETFB
ATM1	BAG2
RAS1	ANGPTL3
DGA1	DAP
ABF2	CBLB
RIX7	OIP5
LPD1	ANG
HSH49	HSF4
FES1	EBI2
NOP13	PFDN4
SEC53	NOMO1
RIC1	CLASP2
MRPS16	TRFP
URB1	FBXO5
RPS16B	TH1L
AAH1	DPH3
YMR315W	NLRC4
YPL183W-A	H2AFZ
TPS2	MAP6
ERV29	CACNA1H
BNI4	WIPF1
CYS4	DSG2
NCE102	IL7R
GLT1	NR2C1
FIP1	LBR
MMS4	CCDC22
NTH1	CNOT10
RRP43	DLG1
PTR3	PDCD4
SPC24	SPBC25
UTP10	CYFIP2
NKP2	PLAUR
YET1	TGIF2
DIA1	CDH15
HAP5	ARHGEF18
TFG2	MYD88
IMH1	MMP16
FMP41	PSD
GCN20	GATA1
PRP3	ATF2
GIS4	ZC3H7B
RVB2	RAD23A
POP8	RPP25
YJR011C	DERL1
SHE9	PPP3CB
YHI9	STON2
NEM1	UBLCP1
ATG20	OCRL
SRB7	GTF2E2
UME1	NCBP2
YNL108C	EPS15L1
RRP6	INADL
RPA34	PDRG1
SKI6	DLGAP2
HEF3	AMPD1
MET13	HTATIP2
IES3	YAP1
DED81	C14orf48
SRP1	CNKSR2
RPO31	IRS4
YBL113C	FNBP1
CFT1	PRKCB1
MOG1	LCMT1
SWM1	IL22RA1
TRR1	GSR
TUB4	C14orf122
NOP6	G3BP2
PHO23	RBMX
DIG1	NASP
ACT1	HNRPU
PCL8	POU3F2
RAD34	HIPK3
SWC3	EXOSC9
ARC35	TFPI
RRD1	GLP1R
CWC23	TAF7
RSA4	COPS7B
SEC62	GDPD2
VPS35	WRNIP1
SKG3	STX1A
RSM24	CRSP3
GRH1	AGT
KAP114	IL1R1
SHS1	ACVRL1
LEU4	DDX4
PIR1	ATP5C1
SYF2	CDH3
KEL1	CHD3
RPP2A	RPLP0
CCT6	TAL1
NMA2	COL4A2
SMC2	SCMH1
ULP1	NDUFV3
RPC11	CRB3
RBS1	SERPINA5
SLM5	TGM3
TAT1	TIA1
YBR137W	SLC25A11
PBA1	NPAS4
PRI2	GFI1B
FAB1	PLEKHA4
PUS7	USP49
PMT4	ATXN7
YKT6	TIRAP
RPS10B	RAPGEF1
RPP1	POP4
NBP35	ABCE1
YDR051C	CCDC7
URN1	MAGEB4
APM2	COG3
NUP84	MSC
SMD2	ACTL6A
ERD2	CDK5RAP1
SRP40	FGF3
NUG1	EEF2
PTC7	ATP6V1H
TFC7	PTPRC
CBK1	PDE6D
DUG3	PLEKHA5
VPS41	THOC3
RPS14A	MAP3K8
DPH1	IL3
GTR2	GTF3C3
APS2	SSH1
BEM2	SERBP1
ERP3	STX16
PPT1	MAPK7
MAD1	BICD1
YER071C	WEE1
MRPS18	THRA
SNX41	CUTL1
SYN8	MCFD2
CSE2	DCTN3
UTP9	HSP90AA1
SUM1	EHBP1
SNF7	TOR1AIP1
ADE6	UQCRFS1
EHD3	CRSP2
YTA6	CD6
RFC4	MT-CO2
SNL1	PEF1
YGL157W	DNAJC6
GCN3	CSNK1E
PHO81	POU3F3
CUL3	MYPN
NAT3	SEC24C
HTZ1	TNFSF14
ACO2	GLE1L
YNL134C	BRIP1
RRD2	CDH23
TIP41	NRG4
CDC3	TGFB3
PTA1	PRKCQ
RPS30A	RIT1
SSL2	SPAG16
ATP3	MLXIP
WTM1	MYC
NCP1	GTF2H5
GRS1	THOC4
SAS3	STMN3
NIS1	CDC42EP2
SCW4	SRP54
SEC10	ATF7
SAH1	SCN2A1
ADE4	RNMT
SSB2	TJP2
YOR093C	MIB1
OYE2	PFN1
ADE16	MAP4K5
YAT1	PURA
RPN7	PSMD12
PPH21	KIAA0802
CHD1	RNF7
YNR062C	MAP3K7IP3
GPA1	GGCX
SYP1	SOS1
GBP2	TRAF3
STO1	SMARCB1
SAP190	ULK2
RVB1	RIPK1
LRC6	CNGB1
CSN9	CEP55
HXT7	POP5
EAP1	CES1
KGD1	FOXO1A
EDC3	TNNI3K
DAD3	TASP1
RPS8A	PEBP1
NAP1	HBEGF
GDB1	MKRN1
YPL183C	WDR3
ERG27	RDH5
PRM8	SMC3
NOC2	ZNF588
DRE2	NGFR
DLD1	TRAF2
TFC1	LYN
MRPS9	SURF5
RNH1	ACHE
PLP2	PCF11
CFT2	MTIF2
VPS72	SNRPA1
PRE2	PSMA4
SQS1	RPL11
SEC6	JUNB
TIF4631	TNRC15
NTC20	ZFYVE16
BET3	POLR2K
RPS6B	CAP2
SRB6	PTK2B
PIK1	TRIP13
CHS5	TCAP
RNA15	LAT
CAM1	GAS1
TFG1	DOCK7
SPT6	CHGA
IPI3	FBXO6
MRPL28	POLR2H
NUP120	ADM
RPP0	TAF4
HSP82	ELK4
UMP1	ARNT2
FMP52	ZFPM2
CWP1	GOPC
DSS4	HEXA
RPB10	TSC1
SLF1	FLNC
SRP72	IGFBP7
APL4	CHEK1
BUB1	DAPK2
TIF34	FBXW7
YBR053C	ASCC2
MRP8	CUL7
HDA2	PPP1R13B
MNR2	SAA4
RPN6	KCNQ1
ALD4	CCR7
YBL104C	TGFBR3
INP2	LIMS1
PYC1	CLPS
YOR352W	SPAG6
PEX11	PNN
TAL1	MDH2
CSR2	DPP3
YPL088W	FER
CSE1	FHOD1
BUD6	CCHCR1
PAF1	HLA-E
VAM7	HIST1H3G
CNS1	ZC3H7A
HPC2	DYNLL1
MUM2	CEP57
SPT16	TERF2
SSC1	RHOQ
DPB4	TRPV4
HOM6	CTNNBIP1
NSR1	SAP18
MMS1	LLGL1
NUP170	RRAS
CLN1	RGS18
MRPL9	RPL6
BSP1	RPN1
RPN1	PSMC3
RPL3	CUL4A
VID24	IKZF4
RRP3	DDR1
ARP5	PFKL
PRP24	TAF11
BCS1	SPTLC1
MRP13	CCNC
RPB4	LTBR
TSA1	NOD1
ORC6	TRIM11
PTK1	NRTN
AOS1	APEH
RPP1A	RCOR3
EMP47	NPY1R
BET2	HCN4
UBC13	RNF8
EDE1	EPS8L1
CCH1	TINF2
GLO3	LY96
TAF12	PBX3
KIN1	ATPIF1
PPZ1	SAE2
PRX1	DBF4B
CPA2	TLR3
RPP2B	ZMYM3
TIM44	DOCK8
ATP1	SRRM2
YLR132C	DOK6
RPT2	CCNH
RRP12	PIAS3
PSY2	IL1R2
ACC1	CD27
SHP1	OCLN
YKR017C	MAPK1
ABZ1	NUMA1
DOP1	BAAT
RPF2	PTPRF
RRI1	PKMYT1
RRP9	PPP2R1A
MES1	TLR4
ZDS1	PNMA2
SEC14	ETHE1
MRPS28	MED9
CMD1	STAM2
HAS1	CUL5
MOB1	METT11D1
RSM26	THRAP5
UTR1	DFNB31
ABP1	BTRC
SOL2	DOCK2
AIM21	FBXL7
HHO1	CCDC47
RPA49	BTK
RAD14	WIPF2
MSN5	POU1F1
HTB1	SOCS7
RPS17B	YWHAQ
TPI1	IKZF3
YGL079W	SMC4
YDR133C	PLAA
SHG1	ZBTB6
NAR1	DSC3
URA2	VPS24
SIL1	SIL1
RPS22A	PECAM1
CDC13	RNF40
RPL16B	NCOA6
RPS26B	AKAP11
VPS21	ENPEP
RSM23	MED19
YMR099C	RRAGD
LSM4	MAP4K1
RPL10	RPL4
MBP1	TSPO
PRI1	FHL5
RPC37	IL4
BCH1	TTN
SEY1	TNPO2
COX4	GALNT5
APL6	PIGU
RPL33A	RPL21
VMA6	JAK3
SGT2	CDKN1A
NIP7	CPS1
SNA2	JAKMIP1
RPC34	MAP2K5
RPS17A	MYBBP1A
ADH1	IRAK1
RIM11	BAG1
RAI1	POLR1C
DAD1	MLL
ERO1	TSEN2
YPL247C	CORO1A
MRE11	DOT1L
MRPL40	DOK4
UFE1	IRAK4
SPO7	PSMD2
PEP1	HTR1B
IWR1	RFC1
POL5	TOMM70A
RPC82	PARD6B
IMP3	CDC25C
STH1	ARHGEF7
MPM1	NHLH1
FTH1	ADIPOR2
YDR306C	FZD6
SSA4	JAM3
SPT7	MCRS1
YBR246W	IRF8
RPL18B	SMAD7
APM1	DET1
FAR8	PDGFRA
ESA1	TUBB4
DTD1	STXBP4
KAR2	JUP
RPS4B	SERPINB9
USE1	IRAK2
RPN12	UBE3A
VRP1	FCGR3B
END3	MS4A1
SLU7	ELOF1
SNF5	ITGA2B
OPI1	NFAT5
ARP4	HNRPD
SDC1	NCOR1
NET1	PIP5K1B
HAM1	DPH1
SOF1	BCR
MTW1	CFP
MAK3	PPP1CA
PCM1	ARSE
SLN1	KATNA1
DBP9	SPRY4
GPI8	CYP17A1
SEC17	ASGR1
RMD8	RBBP8
XDJ1	SEC63
RPC53	PMS2
OCA4	FZD8
SHO1	NCK1
ORC1	ATR
RPS15	YLPM1
NSE4	NCOR2
IML3	FGG
PDC5	TRAP1
TRX1	NXT2
REF2	TCF8
JIP5	MAP1LC3A
SPC34	MYST1
YCR076C	PSMC1
YCG1	GRINL1A
SBE2	CCNL1
GND1	RND1
TOA1	MKL2
SRB8	DCTN4
SIT4	CD70
YNG2	HNRPR
CDC14	S100P
AEP2	MYBPC1
ZWF1	CTNNAL1
RPL14B	HIPK1
TWF1	DLG7
AIR1	ITGB6
NUT2	LIN7B
TFA1	LUM
