yeast	human
RPS13	ACTA1
NOB1	GIT2
SPC19	IL29
DAM1	PNOC
DRS1	PIK3CG
FPR4	KDR
RPP2A	GHR
BFR1	PPP1R13L
ERB1	SHB
ARX1	PIK3R2
KAP123	MAP3K7
CLU1	PPARA
MRP13	SNRPA1
TIM44	PPP1R13B
RPS1A	WWOX
SBP1	BIN1
NOG2	S100A4
SRB2	HSPD1
PGD1	COPE
SRB4	PSMB3
NOP12	PDE4D
SDA1	COPS4
RPL27B	TP53BP2
RPL16B	SETD7
RPS4B	E4F1
MSH2	CHMP4C
ROX1	POLR3C
RPL20B	PAK1
RPL31A	CD40LG
YEF3	TADA3L
OLA1	TNFRSF10A
MED11	RBM17
BRR2	SIN3A
RSE1	SF3B3
RPL7B	RAB4A
ABF2	NTRK1
HSH155	CHD4
PDC1	NCF2
DHH1	SF3A2
PRP38	ORC5L
CDC48	CREBL1
UFD1	HACE1
RPL18B	DHCR24
SNU71	U2AF1
RPS24B	GNL3
RRS1	IL2RB
PFS2	TAF11
RPL4B	RASA1
RPA190	KIAA0802
RPC10	TIAF1
RPP1A	TPM1
CDC16	PYGO2
APC1	MASP2
RPS4A	TK1
RRP12	LAT2
VPS29	SART1
VPS17	MC3R
RPL2A	ELL
IMP3	PTPRF
YLR003C	C16orf33
TFG2	SYBL1
GAR1	NCOA6
RPL1A	VRK1
RPL9A	SSTR3
TAF6	SNRP70
RPS1B	CR2
CTR9	RAD9B
CDC73	ANAPC11
SYF1	CREB5
ADA2	DHX9
MED7	SMNDC1
MCM22	NUP43
NKP2	PDYN
EDC3	KCNJ8
PBY1	TRIM6
RPS6A	CHGB
NAB3	BACH1
RPL38	PTPRA
SOH1	SEPT4
HOS4	CNOT2
SET3	ZDHHC17
EFB1	EIF5
TEF2	SSSCA1
STO1	SNRPG
CWC23	ATF7
CEF1	BATF
RPS24A	CCL18
CBC2	CASP2
UTP7	XRCC5
SNL1	TFCP2L1
YLR173W	ABCG5
KRE33	TP53RK
RPL16A	TAF1A
DED1	PIK3R1
NIP1	PLD2
TYS1	NCOA5
SKT5	IL21R
RPS8B	NQO1
NOP15	ACTR3
RPL7A	ANKRD2
MRPL35	TAF10
MRPL22	TAF5L
RPL30	NDN
SRP72	SGCD
SRP21	SGCG
SNP1	FCGR3A
TIF4631	CD19
CRP1	PPCDC
YMR196W	CD200
SPT7	RPS25
COG8	CNOT6
COG3	GALNS
RPL11B	PCDHA4
RPL26B	UTP14A
COG4	GLB1
SOF1	FGR
YPL183W-A	THRAP2
YHC1	ZRSR2
CHL4	COG4
CFT2	LIFR
ATP2	CCT4
SAR1	PRKG2
SKI3	RAD51
RVS161	ORC3L
CRN1	DTNA
NAM8	MEF2D
SMB1	NOTCH1
RPS18A	PTPRE
MPE1	HLF
RPL36B	MAGEB18
SMD3	CREB1
MRPL3	AHR
MRPL20	IXL
LCP5	PKLR
PAC10	UQCRFS1
PFD1	SSNA1
TAF12	EFTUD2
CBF5	CSK
TAF4	PIK4CB
TAF10	GNG7
MTR4	NFE2L3
LPD1	DPM2
KGD1	DPM3
NOC2	EPHB2
GYL1	HTR1B
RVS167	A2M
RPL19B	TP53INP1
PLP2	EXOC2
CCT8	LHCGR
RPL33A	SOS2
SCL1	EXOSC2
PRE2	EXOSC7
DIS3	NPHS2
MTR3	ARPC4
PRE8	EXOC1
RPS26B	MAD2L1BP
MRPS5	SH3GL1
MRT4	ATN1
RSM25	AP2A2
MRPS8	PAK1IP1
SCP160	TP53BP1
SPT16	ANAPC2
YNR036C	ST6GALNAC6
MAK21	PRKAR1A
NUG1	PRNP
RPL6B	RRM2
NOG1	ADAM12
TAF11	MAGOH
SPT15	TGFBR3
RBG1	PRKRA
SRP14	SSPN
LHP1	PTPN2
RPS22A	CABLES2
SSF1	SLC9A2
RFA3	VAMP2
RIM1	ERC2
MSI1	ACOX1
RLF2	KIAA0319
PAB1	EEF1G
YTA12	TPD52L3
STE2	SRPR
RTT102	NAPB
RGR1	LSM3
NHP10	ARCN1
ACT1	TLR4
TIF6	TOM1L1
CTK1	FOXP1
GBP2	YWHAH
MRPL15	MED11
EBP2	SYN1
RPL23B	ALK
RPL13B	SPRY2
YHI9	TUB
RFA2	SEPT5
LCD1	BSN
RSM26	ADAMTSL4
RSM27	S100A1
RPS16B	RCHY1
DBP10	FGFR1
SGF29	PPM1D
YRA1	SMARCB1
SRC1	RUFY1
GIM5	RNASE2
GIM4	TIMM13
FBA1	MAP2K7
RPL40A	SSTR1
RPS20	FLT3
BEM2	PURA
AFG3	REC8L1
RPL17A	GUSBL1
CFT1	ADRB3
YTH1	LCOR
RPS5	S100A8
SPT3	HSBP1
MRPL10	POLR2A
MRPL40	TAF6L
MTR10	TNFRSF10B
TUB1	STX6
TSR1	HNRPH1
RFC2	UQCRH
ELG1	UQCRQ
MRPL6	CCNC
MRPS35	DLL1
SNU23	PLSCR1
GRH1	EIF4A1
VPS21	CYP2C19
STM1	VAV1
CAF130	ROPN1
EGD2	NUCB1
RPL8A	PTGS2
MIS1	IFI16
NAS6	ANAPC7
JIP5	MVP
GPM1	CCNT1
ACS2	USP6NL
RPS8A	ANTXR1
CKB2	ANAPC5
VHS3	UBE2C
TAF1	TGFB3
MRPL4	MED12
IES2	CPLX1
DBP9	ADAM15
HMO1	CD5
YAR010C	GTF2A1
RPS14A	RRM2B
RPC82	LIG4
RPC25	ITGB8
RPL27A	SH2D1A
CDC11	LZTR2
BUD4	C8G
MRPL17	MED8
YHR131C	LIG1
MED8	EXOC3
RPL29	SH3KBP1
PTA1	PPM1A
RTF1	PLEKHA4
RPT6	THRAP1
RPN3	LIN7A
POB3	MCM6
RPN2	FBXW11
EFT1	CASP10
YBR246W	PRDX5
MED6	PHF5A
GUS1	KCNJ12
TSA1	RBM7
YAP1	SFRS12
GLC7	CD82
REG1	CALCRL
GCN1	RFC1
YHR020W	SMARCE1
PRP40	ACACA
LEA1	TNIP2
UTP30	APLP1
RPS17B	ZNF148
RPS25B	TXN
NIP7	ERBB3
TOP2	CARM1
PBP4	IRS4
HAS1	CEBPZ
BRX1	HNRPC
RMD5	NRL
PRE7	LSM6
PRP11	LDOC1
NSA1	PTEN
IMD3	REPS2
IMD4	PTPN1
UTP6	CCNE1
TAF5	NRG1
SPB4	ERCC6
ISW2	DSP
DPB4	KCNAB1
POP4	SLIT2
SNM1	ELOF1
GSG1	POLR2K
TRS120	ITIH4
TUB3	PTGES3
RSM18	CFTR
RSM28	HIST1H1E
DAD2	GCKR
NSL1	CBWD2
TAT1	ZNF435
DIP2	C3
GLE2	IMP4
NUP116	SEC61A1
SEC53	RANGAP1
PRP42	NOC4L
PRP39	MEF2A
SIT4	PER3
RPS26A	CD28
SRB6	ACTB
RPF2	GAB3
NOP53	SOS1
UTP15	FBL
PWP2	WWP2
CKA2	CBX3
HOT1	DLK1
MRPL24	LSM2
MRPL23	SH3GL2
MSL1	GMEB2
MRPL36	LAMA1
HAT2	RFC3
HHF1	CYFIP1
COG1	NEU1
PSH1	NRP1
POR1	ATRX
NOC3	DAB2
LOC1	CSNK1D
FIP1	ARPC1B
REF2	KIAA0182
RSM24	VEGFA
RSM19	SLC27A6
HYP2	STX7
CWC22	DCLRE1C
BUD31	ARHGEF7
TIF4632	IQGAP1
APC9	GRPR
DBP2	CSF3R
CIN4	NOL12
BLM10	DIS3
RPT5	CEBPG
BFR2	XPO1
ENP2	JUP
TIF5	PHB
ASC1	HSPA1A
LUC7	MEN1
UTP22	CASP8
ENO2	EXOSC8
POL4	TAF7
RPL10	FXYD6
MRPL39	MAP3K7IP2
RTN1	HBE1
PEP4	HBA2
LSB1	CYP2C9
ISA2	CD2AP
FPR3	DNASE1
TAF3	RDX
RPL43B	SKAP1
VPS1	MAPK12
HHF2	RAD50
RLR1	PSMD3
HRB1	CKS1B
ARP8	C1orf94
TIF2	SUMO3
LYS12	CTTN
RPT3	ACTL6A
RPC31	EIF3S12
MDN1	EIF2S2
HDA1	CBR3
HDA3	PLAA
SPB1	ADRB2
RIX7	GTF2A2
SEC3	TGM3
SEC10	STIM1
MRP1	TNS1
PMA1	PTPRJ
PTI1	TSHR
MUD1	YTHDC1
PNO1	PIN4
ENT3	KLF1
NOP14	GRIN2D
GFA1	BIRC5
DIM1	SMAD5
APM4	SEC24B
APL3	SMC2
UTP8	CASP1
BUD21	HTR4
MRPL16	NOL5A
RPS28B	SOCS6
VAC14	PDZD11
FIG4	SLC39A1
NUP120	TSEN2
SEC13	C1orf19
SWH1	DHDDS
OSH2	RLN2
SEC21	DLAT
GLO3	CLCF1
LSM4	MAPT
LSM5	CACNG2
SDC1	RALGPS1
SHG1	GH2
ARP4	NCBP1
SWC5	AKAP6
RPL17B	CASP7
TRS33	GUCY1A3
MOT1	MTA2
NAM9	ARPC2
NAN1	RELB
YGR054W	EPS8
YKU80	DGCR8
YKU70	RNASEN
NOC4	GSN
YKE2	PRLH
CSR1	IL4
CHD1	RIC8A
CDC28	KIFC3
CLB3	ARL6IP6
CTF3	SEC31A
NKP1	FZD6
YGR126W	SLAMF6
PRP45	POLR2B
GCN3	NLRP1
GCD7	FBLIM1
SNF2	SIRT2
EDE1	SCN2B
CMK2	SCN2A1
YAK1	SLC7A11
YPL247C	PROP1
NUT1	SF3B5
TRA1	HSP90B1
SNU66	BAD
SNU56	POLR2H
FKS1	SMARCA2
BNI4	CELSR3
HTL1	CD1A
MRP20	TFDP2
CDC33	MTA1
CAF20	NAB2
RPP2B	CDC14B
ECM10	NCBP2
TRX1	TNNI1
RPL11A	FGFR2
RRP1	FLT1
HRR25	CTLA4
CSE2	HDAC5
RPL33B	CD22
SPT20	C20orf20
ASF1	SAE1
HHT2	TRAM1
SPT8	MORF4L1
RLI1	QARS
RPB9	DOM3Z
RPL9B	LILRB4
SMC3	LDB2
CPA2	GFER
PRP21	PAK2
YGR283C	TIMELESS
LSM1	NGFB
SNU114	RPS6KB1
SSZ1	YBX1
HTA2	SOCS3
HHT1	TRIM33
HAT1	PDIA6
ORC2	RAP1A
HSP60	CD40
MTO1	CARS
BCY1	VGLL1
TPK2	DHX29
PRR1	EID2B
RPT4	KIAA0408
RVB2	EXOSC6
SWC3	ATP6V0D1
RPB10	POLR2L
RPN7	ACTC1
EAF1	CSTF1
YNG2	DBF4
RPN5	TICAM1
SEC23	CABLES1
SEC24	GTF3A
SEC6	APOBEC3F
ABP1	ACVR2A
IDH2	SAE2
RPN1	FMR1
TIP20	EIF1
YKT6	EIF3S7
ECM16	FLNA
POP5	ROBO2
POP6	SGCE
SSN3	CASP14
RPS19B	CDKN1B
KGD2	DPM1
UTP20	YWHAZ
PUP3	RAD1
CSN12	FRAP1
FUN12	SFN
ACO1	IL28A
ALG12	GUCY2F
VMA8	TUBGCP2
VMA2	GDI1
INO80	RNUXA
RPL19A	SH2D3C
SKI6	PVRL1
MGM1	SYVN1
NOP58	DOK2
SNF12	THOC4
ILV1	PLN
MNN11	SUPT4H1
RPS30A	KPNA6
KAR2	PSMA3
GCD2	ARHGDIA
UME1	NIN
EAF5	SCYE1
RPS16A	NTRK3
POL12	DYNC2H1
POL1	USP20
NOP4	DAG1
EPL1	ING3
MRPL28	ROCK1
MRPL8	DTNBP1
IMG1	PROS1
SWC4	DCTN2
SWR1	IKZF5
WHI2	NPFF
PSR2	NPFFR2
MHR1	TAF12
LSG1	APEX1
SEC15	FANCF
GCN5	RBMX
SWI1	IL2
CDC26	TNFRSF13C
RSM10	FRYL
SWS2	IGSF8
YMR310C	ZFAND5
LSM3	NR1H3
PRP24	GNA13
SWP82	H2AFB3
SGF11	ABRA
ORC1	SEPT2
CUS1	PRKACA
PRP9	CDC2L2
EAF6	CASQ2
SAS3	NMB
NTO1	NMBR
DLD3	SSBP4
PRE5	GNB2L1
RRP9	UBR1
YAR075W	MYO10
YGR272C	H3F3B
PRE6	LSM1
MRPL44	CDYL
NET1	IFITM2
SIR4	SMC4
MRPL13	PTBP1
SNT309	TRIM28
RIO2	PELP1
KAP104	SNRPN
ASE1	PTPRH
RET3	CCKAR
SHE3	LAMB2
SGN1	PIK3R3
BET3	GIPC3
YHR122W	CTSA
CIA1	CLIP1
IMG2	VTN
MRPL33	LIF
CMD1	AQP4
YNL208W	PRIM2A
TIF35	ACP5
SAP155	GHSR
ZUO1	BLM
RFC5	CYC1
RFC3	KCNJ6
BRR1	CCT6A
CDC40	DBP
GCD14	YIPF2
GCD10	SPTLC1
RPL2B	ANXA3
RRP40	PEX10
RRP43	SPTBN2
RPN12	UPF1
MPH1	YKT6
UTP10	CD4
RCL1	CSF2RA
CLF1	ACP1
CDC36	MARCO
NOT5	SCGB3A2
RTG1	SIRT6
CTM1	NUP205
HOM6	TRAPPC6A
ISW1	SMARCC2
HTB2	IL3RA
RPL21A	TTN
SRB5	SYNE1
YGR250C	USP1
YGR149W	XPNPEP1
SAM1	CCNA2
ARO1	COL2A1
MCM16	POP5
RTT101	VPS4B
MMS1	ACAA1
COG2	TYR
CEG1	GNPAT
CET1	AGPS
RPC53	PMS2
RPC19	STAU1
TFP1	SNAP23
RPO21	NAPA
AME1	RPP25
RSC2	SERPINA5
EAF3	SDC3
YAF9	ABLIM1
UBC13	UMOD
RPL12A	SH2B2
HFI1	HNRPR
RRP5	CCDC85B
TAF9	SMARCA5
MRP7	TRAF6
EXO84	NDUFB8
SEC8	PLCD4
ATP1	WDR1
YKL023W	MYL1
RFA1	VAPB
MEC1	NRXN1
BUD27	ABAT
POP2	CENTG2
DEP1	PDGFB
RXT3	GYG2
PXR1	BRWD1
BRE2	RUSC1
SRP68	CSTF3
RPC11	CRSP8
SWD2	CTNND1
PFK1	TERF2IP
RRP4	NRP2
DDI1	HCRTR1
MRP17	THBD
PRP3	SMARCC1
PRP31	IQGAP2
SGF73	CNTFR
GEA2	CDK3
ENP1	GRAP2
RPS18B	CFL1
RPG1	FAS
EMG1	TGM2
KAP114	EDAR
PAP1	UTRN
YSH1	TJP2
TOM40	MFAP4
MDM10	KNTC1
ARP5	DNAJC5
PDB1	STOM
PDA1	BYSL
APS1	ZFP161
APL4	ST6GAL1
OSH7	HSN2
NUT2	PPP1R9B
GAL11	HAND1
RRP42	VPS11
SME1	MATN2
NOP6	DOK3
STH1	EEF2K
RSC8	F2
IKI3	ST3GAL4
ELP4	USP54
MYO5	SNTG1
YGL157W	FAM71C
CDC25	HLA-DMB
SFH1	HOXC4
RSC3	FGA
MCM21	COG5
SNF6	IVNS1ABP
CDC19	PSME1
CSL4	GANAB
YLR408C	COX4I1
VAB2	PTGER1
MRPL27	CHERP
EAF7	FKBP1B
NUP2	KIF5C
DPB2	IL7R
SET7	SV2B
LUG1	PLEKHO1
NFI1	PSMD6
ACC1	ANP32A
CCT5	MYPN
MRP49	AP1G1
MRPL9	SF3B2
INP52	CNN1
BSP1	CPSF1
ACO2	C14orf119
ILV5	IL28RA
PAP2	HIST2H2AC
ARP6	MFNG
OYE2	SPOCK2
RAD14	STK25
RSP5	HPS6
ALY1	PTPRT
CTF19	RPP38
ESF2	ERBB2IP
RFX1	MIB2
RSC4	PLAU
RSC30	CPSF2
SIF2	RIMS1
SCC2	NIPBL
SCC4	C1orf41
RPS10A	WDR6
VMA6	RPGR
VPH2	CXorf20
ATP22	CREB3L3
HRP1	DIDO1
MNN10	SYN2
EFT2	AATF
PSE1	ITGA2
ULP1	MTTP
RPB8	MYD88
DPH2	MAGEE1
KTI11	DLL4
ATP16	MUC6
FIT1	CDH12
YMR118C	CMAS
POL5	FOXH1
ESA1	EHMT1
SSC1	DRAP1
MKK1	TSN
TEF1	DNAJB1
HOC1	WNK2
SAP185	CCR7
MDS3	KCNV1
MDJ1	CENTA2
PSA1	ANK2
YOL098C	SUCLG1
FAS1	GTF2H1
IMD2	BCR
FYV10	NPHP4
MRPL25	PTGFRN
ESF1	LTK
NPL3	TBL1X
RPO26	EXOSC5
URN1	MBTPS2
TRZ1	AMIGO2
YMR099C	AMIGO1
SIN3	IARS
SDS3	ZBTB32
SAP30	FHL5
SNU13	CHEK1
PAT1	GZMB
APS2	BEX1
KEM1	YWHAG
SEC27	GOSR1
SEC28	PDE3B
ANP1	ACTR1A
URA3	VEZT
ECM29	SNRPF
MIR1	ITPKA
RAV1	GOSR2
CPR1	CRY2
YJR011C	IFT172
BTT1	RAB5B
NUP1	CAMK2N2
ADD66	RGS14
PBA1	RGMA
YDR341C	ZBTB22
NHP6A	ERBB2
HPR1	PSMD12
RSC1	CORO2A
RPC40	GP9
SEC5	KRIT1
PHO23	PTPRM
AAP1	C1orf165
RXT2	ETV1
TRM7	UTS2R
YMR259C	UTS2
POL2	KLC3
SUI3	AOF2
TFB1	THRAP6
CDC23	PDHA1
SYF2	RAB3GAP2
NTC20	IKZF2
RRP7	AP1B1
TRS31	TMSB10
IES3	AKAP14
LAT1	RAB3IP
RVB1	RCOR1
VPS71	STYX
SPP382	IL6R
CKS1	DAO
CTI6	KIAA0515
TDH1	ATXN1
SSB2	FCER2
YFL034W	VPS33A
RPN9	DMAP1
RAI1	TACC2
FMP41	ARTN
ISN1	GFRA3
GID7	CAD
RPA43	MCM8
ECM2	ACTN4
QCR2	OBSCN
SNF7	UPK3B
VPS4	UPK1B
GDB1	SEPT1
SPG5	GP5
IPI3	TP73L
CWC2	ZMYM2
UTP5	EDARADD
SOL1	CHMP6
SFB3	MAST1
RPB3	BCL2L10
BUD3	SFRS7
RPL37A	TADA1L
BUD20	TOPORS
YIL172C	SLC22A1
IES1	BRD1
YOR1	GTF3C3
FYV4	SFRS14
ILV6	KIF15
PEA2	PCYT2
SPA2	BCKDHB
RPL34A	MRVI1
HHO1	BRF1
PIL1	GTF3C2
MLC1	INHBA
RPD3	FCGR1A
RPB7	CREB3
OGG1	RGS11
RPF1	ELK1
FAR11	TCEA1
IML1	ANXA6
CDC34	SEC61G
BUB1	CX3CL1
BUB3	CX3CR1
NOP10	MRPL20
IPP1	UBE2B
TRX2	FANCE
PRE1	MSH2
RPB4	EXOSC3
OCA1	RWDD1
OCA2	PTCHD2
RSM22	CAPZA1
ELP6	C7orf16
RPC34	PSMD7
PET123	MCAM
TIF1	KLC2
URA2	DNAJC3
CKA1	EEF1B2
CKB1	ELAC2
UBP8	AKAP3
NCE102	R3HDM2
VAC8	FAM32A
YCK2	TPD52L2
HSC82	STX8
PGI1	FANCD2
YLR407W	MARCKSL1
APL2	MYO1C
RPC17	IL6
HSP82	TNNC1
RAT1	ERCC4
TDH3	PTPRS
ABZ1	RASSF7
COX20	C14orf48
CHS1	LCAT
TRS20	MUTED
RPS10B	ARHGAP1
MKT1	SSTR5
VRP1	NPR2
LAS17	WNT4
SEN2	MTAP
SEN54	MYLIP
SRB7	NOD1
LTV1	BMX
GCD11	TSC2
HCR1	ABI1
BET4	UPK2
BET2	SLU7
PDR5	RECQL4
LAG1	RAB2A
SSU72	RANBP3
RPA49	ARID1B
NGL1	NRK
VID28	TMEM147
MLH1	ISG15
MLH2	HHIP
HAP2	HPRT1
HAP5	SLC1A6
SEC65	STAG2
NPL6	SFRS9
YBL104C	ABL2
CAM1	ASGR1
HSP104	MEIS1
EGD1	HLA-DQA1
AMN1	SLC9A7
GTR2	HCRT
UPF3	CTSF
RET1	DARS
SLM1	PTPRD
IES5	PAOX
ARC19	MT-CO1
ARP2	JAG1
YKL088W	KCNAB2
MPM1	FDX1
YHM2	TMEM9
DCC1	SLC3A1
CTF18	EHBP1
SPS22	PNKD
SLM5	FAM45B
SSL1	DHRS7B
FPR1	PUM2
SIP1	KRT1
RAD4	THOP1
MAE1	BLOC1S1
PUP1	FDPS
SPT4	EDG5
SCS3	MTBP
SPT5	IL10RA
TPI1	VTI1B
NUP84	TSEN34
MTR2	AIPL1
THP2	PSMD13
UTP9	RANBP9
ROT2	XAB1
MYO1	CNTF
PRP19	EHMT2
MRPL7	CD2
RPB5	THRAP4
RPS17A	SOCS7
ATP8	SPERT
MRPS18	PYCARD
GRS1	TICAM2
PRE10	ASCL1
RPT2	PES1
BOI1	BFSP1
YBR238C	BFSP2
YNR024W	PGM5
ECM30	WDR3
UBP15	LZTS1
LSP1	SYNGAP1
SAK1	LIPE
RIX1	PTPN12
TPD3	UBE2G1
CDC55	KCNJ9
YTM1	AXL
SSA2	PAM
ADE3	DDX18
HEK2	HBA1
UTP4	DNAJA3
IWR1	TLR5
TEF4	DCP1A
YHB1	LEP
RPB11	RYR2
PTC6	RAB3GAP1
ADH2	PROC
HXK1	TIRAP
ELA1	COTL1
PGK1	PDCD5
GYP1	ZNF10
VPS45	DICER1
SEC17	NFU1
HIR2	TIMM23
HIR3	HLA-DRB4
SPF1	BATF2
CCL1	MAP4K5
YAR1	CCIN
ERG1	HTN1
DMR1	ATP1A3
SPC98	PHKB
SPC72	SLIT3
CCT6	EXOSC10
UGA1	PCCA
NDT80	L3MBTL
YDL089W	MFRP
POP7	C8A
RAD1	SEC24D
SAW1	NCLN
DYN3	TMOD2
EMP24	RABGGTB
ERP5	PKP4
YML6	KHDRBS3
YMR209C	CA6
ZRC1	RAB18
TIF34	JAK3
PPH22	HIST1H2BB
RTS1	SEMA4B
MBP1	CLK4
SWI6	CNGB1
ADH3	KIF5A
PAN2	RAB14
PAN3	PRF1
SAM2	GDF5
RNR1	PTGS1
PRT1	LASP1
LRP1	MTUS1
YAE1	ZP3
YNL260C	MMAB
DDR48	VPS39
YBR137W	RRAGA
YOR164C	RRAGC
SIN4	CYFIP2
SSN8	C10orf12
GND1	APPBP1
OLE1	CORO2B
SNF5	ROCK2
BUB2	PHF10
PWP1	EGR1
MED4	SPP1
SDS22	CLCN5
POL32	HPR
POL3	ARG1
SMX3	AKAP8L
CDC6	PIP5K3
YDR196C	RLN1
POP3	PDHB
TOM1	MYBPC3
SAP190	PARVA
RPC37	PPYR1
UTP18	WDR48
NAT1	SIGLEC12
NAT5	KIAA1333
ARC18	TRAPPC5
NUC1	AMIGO3
GSY1	SRPRB
GLG1	LLGL1
RPA12	SNRPC
SBE2	OSBP2
RPA34	RSL1D1
TUB2	NFATC3
BET5	PLOD3
YJR136C	MAT2A
YKL033W	KCNIP1
ERV25	AURKB
SET1	SAFB2
RNA14	PHF21A
CTK3	FOXP2
CTK2	FOXP4
VMA7	BET1
YGR017W	CNGA1
VIP1	ABCG1
CCT4	CCNH
ROK1	SUPT7L
BUD7	IL12B
LAA1	PIGR
PET9	IL1RL1
MRS4	CA12
RNR4	IPO4
WTM1	CAB39
RAD10	ATP6V0C
RCO1	HDAC8
CYC8	ECHS1
TUP1	OR1G1
SNT1	POT1
NUP145	COG7
PRE4	ORC4L
GNA1	MPP6
CIN8	MDH1
ZWF1	GSTA2
TVP23	ATP9B
NAR1	NMNAT1
HSH49	VARS
TPK1	CENPT
PUP2	DCTN3
SVF1	NUP93
MRI1	S100A14
RPL43A	KLHL8
NOP8	SNX9
RNA1	MARCH2
ADE4	POLR3E
MSP1	BCHE
YJL123C	GALR1
RRI2	KRTAP4-12
SKP1	FGF2
NAB2	ANP32C
MNN9	TMEM23
TFB3	GATAD2A
KIN28	DUSP3
ORC4	PITPNA
SIW14	P2RX2
NUP85	TSEN54
MEX67	NBPF3
ATG11	SEC61B
CIS1	PIGH
RRP46	FEM1B
RSM7	HCLS1
UTP21	EEF1D
DLS1	SYN3
IOC2	PRDX2
IOC4	ARFRP1
YGL242C	AHDC1
SWP1	TFB1M
OST1	MFI2
VTI1	AGL
SHE2	DEDD2
ASN2	FUZ
ASN1	NPLOC4
PRE3	VAMP8
NUP170	UCHL5
NUP53	NPB
CDC123	NAPSA
POP1	PDHX
CHS5	IL12RB1
BCH2	IL23A
NVJ1	DBI
COG6	BAAT
RPN8	DHX15
HTZ1	MSH4
RPP1	PDK1
HSP42	CBX8
TDH2	VPS18
RPP1B	TRIOBP
MTF2	SLC24A1
SLS1	SYT14
PPH21	HIST1H2AB
ZDS2	SECTM1
NAP1	SMC1A
HTB1	DMD
POP8	C9
NUP159	AURKC
CRM1	ITGA3
LSM8	HEXIM1
GDH2	IL10
TSC11	KCNF1
LIP2	IL22RA2
GIR2	MMAA
RBG2	RPS26
CSR2	KPTN
SRP54	UBE1C
EXO70	TRAPPC1
HIF1	PELI3
ZEO1	CLEC4F
URH1	ACLY
HIR1	TIMM17A
UBP2	HPS3
RUP1	OAZ2
OKP1	POP1
SYP1	SOD2
RPL14A	RHOU
RNH1	RAB26
VAS1	TRG@
MSS116	TYRO3
CCT2	PER2
RPL23A	MAPK9
PPZ1	ELA1
SNF8	GRHL3
VPS25	GRHL1
STI1	MCFD2
WRS1	NOX4
MYO3	IFT88
YDR133C	PTGER2
BMH1	CHMP1B
MYO4	CBX1
DBP7	PTRF
APC2	GALNT5
APC5	PDK3
ERP3	DES
XBP1	NEUROG2
GON7	TNFSF15
BUD32	PI3
SRN2	SHFM1
MVB12	ZCCHC17
SKI7	PSMC4
SWI3	RAB8B
YGR266W	DMN
