yeast	human
CAF40	RQCD1
CAM1	CENTA2
CAP1	CAPZA2
CAP2	CAPZB
CBC2	NCBP2
CBF5	DKC1
CBK1	STK38L
CCH1	CACNA1C
CCL1	CCNH
CCP1	BMPR1B
CCR4	CNOT6
CCS1	CCS
CCT2	CCT2
CCT3	CCT6A
CCT4	CCT6A
CCT5	CCT4
CCT6	MKKS
CCT7	CCT8
CCT8	CCT8
CDC10	SEPT6
CDC11	SEPT9
CDC12	SEPT8
CDC123	BLZF1
CDC13	RAB3A
CDC14	CDC14A
CDC16	CDC16
CDC19	PKLR
CDC23	CDC23
CDC24	DEPDC2
CDC25	SOS1
CDC26	ANAPC11
CDC27	CDC27
CDC28	CCRK
CDC3	SEPT7
CDC33	EIF4E
CDC34	CDC34
CDC36	CNOT2
CDC39	CNOT1
CDC40	WDR57
CDC43	PGGT1B
CDC48	VCP
CDC53	CUL2
CDC55	PPP2R2B
CDC6	CDC6
CDC7	CDC7
CDC73	CDC73
CEF1	CDC5L
CEG1	RNGTT
CFT1	CPSF1
CFT2	CPSF2
CGI121	TPRKB
CHA1	RAG2
CHC1	CLTC
CHD1	CHD1
CHL4	NID1
CHS1	NDUFS7
CHS5	IL3RA
CHS6	ST7
CIA1	CIAO1
CIC1	PTPN23
CIK1	DAB2IP
CIN4	ARL2
CIN8	KIF11
CIS1	MUSK
CIT1	CS
CKA1	CSNK2A1
CKA2	CSNK2A2
CKB1	UBE2R2
CKB2	CSNK2B
CKI1	CHKA
CKS1	CKS2
CLB2	CCNA1
CLB3	CCNB2
CLB4	CCNB3
CLC1	RYR1
CLF1	SART3
CLN1	CCNA2
CLN2	CKS1B
CLP1	CLP1
CLU1	KIAA0664
CMD1	CALM2
CMK1	GRK4
CMK2	CAMK1
CMP2	PPEF1
CNA1	PPEF2
CNB1	PPP3R1
CNM67	PPFIA1
CNS1	SGTB
COF1	CFL2
COG1	COG1
COG2	APOB
COG3	COG3
COG4	COG4
COG5	COG1
COG6	COG6
COG7	ADCY6
COG8	COG8
COP1	COPA
COR1	UQCRC1
COX13	OPN1MW
COX4	COX5B
COX5A	AR
COX6	COX5A
COX9	MT-CO1
CPA1	ARAF
CPA2	CPS1
CPR1	PPIF
CPR4	PPIB
CPR6	PPID
CRD1	CRLS1
CRM1	XPO1
CRN1	CORO1A
CRP1	SDK1
CRT10	CAND1
CRZ1	ZBTB6
CSE1	CSE1L
CSE2	PRDM4
CSI1	FBXO6
CSL4	EXOSC1
CSM3	TIPIN
CSN12	PCID2
CSN9	FBXO3
CSR1	SEC14L2
CSR2	ST3GAL2
CTF18	RAD17
CTF19	ACHE
CTF3	MYL1
CTF8	XPO6
CTI6	BPTF
CTK1	CDC2L5
CTK2	CCNK
CTK3	PCTK3
CTR9	CTR9
CUL3	CUL4B
CUS1	SF3B2
CUS2	HTATSF1
CWC2	CD69
CWC22	NOM1
CWC23	DNAJC5
CWP1	UBQLN2
CYC3	KBTBD10
CYC8	UTY
CYK3	SH3GL2
CYM1	VDR
CYR1	ILKAP
CYS3	KIAA0240
CYS4	CBS
DAD1	FANCE
DAD2	FANCG
DAD3	FANCC
DAK1	KCNJ8
DAM1	REEP6
DBF20	STK38
DBF4	DBF4
DBP10	DDX1
DBP2	DDX21
DBP6	EIF4A2
DBP7	DDX54
DBP8	DDX49
DBP9	DDX5
DBR1	TTN
DCC1	RAD9B
DCP1	DCP1B
DCP2	DCP2
DCS1	MAP3K5
DCS2	GSTM1
DCW1	C15ORF39
DDI1	DDI1
DDR48	BRP44
DED1	DDX3Y
DED81	NARS
DEF1	LRPAP1
DEP1	MDS1
DHH1	DDX6
DHR2	DHX38
DIB1	TXNL4A
DIG1	ANKHD1
DIG2	LGALS3
DIM1	DIMT1L
DIP2	WDR3
DIS3	DIS3
DLD1	LDHD
DLD3	AGPS
DLS1	CHRAC1
DML1	PUS1
DMR1	GRIK4
DNA2	DNA2L
DNM1	DNM1L
DOA1	KATNB1
DOA4	USP8
DOC1	ANAPC10
DPB2	POLE2
DPB3	POLE4
DPB4	POLE3
DPH1	DPH1
DPH2	COPS8
DPH5	SFRS2IP
DRE2	CIAPIN1
DRN1	CWF19L1
DRS1	DDX27
DRS2	ATP9B
DSL1	FMO1
DSN1	DSN1
DSS4	RABIF
DST1	TCEA1
DTD1	HARS2
DUG2	CNDP1
DUG3	MAGEH1
DUO1	THPO
DYN1	DYNC1H1
DYN3	DYNC1LI2
EAF1	TELO2
EAF3	MORF4L1
EAF5	C1ORF174
EAF6	C1ORF149
EAF7	C20ORF20
EAP1	EIF4EBP2
EBP2	EBNA1BP2
ECM10	HSPA9
ECM16	DHX37
ECM17	MMAB
ECM2	ZRSR2
ECM29	KIAA0368
ECM30	C16ORF14
ECM5	JARID1A
EDC3	PPM2C
EDE1	EPS15L1
EFB1	EEF1B2
EFG1	BAIAP3
EFT1	EEF2
EFT2	COPS3
EGD1	BTF3
EGD2	NACA
EHD3	ECHS1
ELA1	TCEB3
ELC1	TCEB1
ELG1	BRD4
ELM1	CAMKK2
ELP2	STATIP1
ELP3	ELP3
ELP4	ELP4
ELP6	DST
EMG1	EMG1
EMP24	TMED2
EMP46	MCFD2
EMP47	LMAN1
END3	EHD2
ENO1	ENO3
ENO2	ENO2
ENP1	BYSL
ENP2	STRAP
ENT3	EPN2
EPL1	EPC2
ERB1	BOP1
ERD2	KDELR1
ERG1	COQ6
ERG24	LBR
ERG26	UXS1
ERG27	CBR1
ERO1	ERO1LB
ERP1	CENPC1
ERP2	TMED1
ERP3	TGFA
ERP4	SEC23B
ERP5	GOLGA2
ERV25	TMED10
ERV29	PRDX5
ERV41	ERGIC1
ERV46	ERGIC3
ESA1	HTATIP
ESC8	SATB1
ESF1	CASC5
ESF2	ABT1
EST3	PSMB7
EXO70	EXOC7
EXO84	EXOC8
FAA4	ACSL6
FAB1	PIP5K3
FAP1	NFX1
FAP7	AK1
FAR1	DDB1
FAR11	CHRM3
FAR3	CLIP1
FAR8	STRN
FAS1	HSD17B4
FAS2	CELSR2
FBA1	PDIA2
FBP26	PFKFB2
FES1	SNTG1
FET5	CP
FIG4	SYNJ2
FIP1	FIP1L1
FKS1	TAF15
FLC2	MAP3K7IP3
FMP27	SHBG
FMP32	CCDC90B
FMP52	HTATIP2
FOL1	SMN1
FOL3	CTSS
FPR1	FKBP1A
FPR3	FKBP3
FPR4	FKBP2
FRS2	FARSLA
FTH1	MPO
FUN12	EIF5B
FUN19	STRN3
FUR1	RAB6A
FYV10	MAEA
FYV4	RBM4B
FYV8	ENAH
FZO1	CABYR
GAA1	GPAA1
GAL11	THRAP2
GAL83	PRKAB1
GAR1	NOLA1
GBP2	PABPC4
GCD1	EIF2B3
GCD11	EIF2S3
GCD2	EIF2B4
GCD6	EIF2B5
GCD7	EIF2B2
GCN1	GCN1L1
GCN2	EIF2AK1
GCN20	ABCF3
GCN3	EIF2B1
GCN5	GCN5L2
GDB1	AGL
GDH1	GLUD2
GDH2	LZTR1
GDH3	GLUD1
GDI1	GDI2
GDS1	PRKD3
GEA1	ARFGEF2
GEA2	GBF1
GET1	PDE4DIP
GET2	ABCA2
GET3	ASNA1
GFA1	GFPT1
GIC1	TMOD1
GID7	BTRC
GID8	ELL2
GIM3	PFDN4
GIM4	PFDN2
GIM5	PFDN5
GIN4	BRSK1
GIP3	C12ORF22
GIR2	RWDD1
GIS2	ZCCHC13
GIS4	EDD1
GLC7	PPP1CA
GLC8	PPP1R2
GLE2	RAE1
GLG1	GYG2
GLN1	GLUL
GLN4	QARS
GLO3	ARFGAP1
GLT1	FDXR
GNA1	GNPNAT1
GND1	PGD
GON7	OPTC
GPA1	GNAI1
GPI10	ALG9
GPI16	PIGT
GPI17	PIGS
GPI8	PIGK
GPM1	PGAM2
GPT2	TXLNB
GRE3	AKR1A1
GRH1	GORASP1
GRS1	GARS
GRX4	TXNL2
GSG1	KCNQ1
GSP1	RAN
GSP2	RAB30
GSY1	GYG1
GSY2	GYS1
GTB1	PRKCSH
GTR2	RRAGD
GUS1	COPZ2
GYL1	EVI5L
GYP1	TBC1D25
GYP5	EVI5
HAM1	SLC23A2
HAP2	NFYA
HAP3	NFYB
HAP5	NFYC
HAS1	DDX18
HAT1	HAT1
HAT2	RBBP4
HCA4	DDX17
HCR1	HIST1H2BL
HDA1	HDAC6
HDA2	PIK3R3
HDA3	TNNI3K
HEF3	ABCB4
HEH2	PDE6A
HEK2	PCBP3
HFD1	ALDH7A1
HFI1	PHKG1
HFM1	ASCC3
HGH1	C8ORF30A
HHF1	HIST2H4A
HHF2	MTA3
HHO1	H1F0
HHT1	HIST2H3C
HHT2	SUZ12
HIF1	OGT
HIR1	HIRA
HIR2	HIRIP3
HIR3	HIST1H2BD
HKR1	TNFRSF10C
HMG1	HMGCR
HMG2	INSIG1
HMO1	HMG20A
HMS1	SREBF1
HMT1	PRMT1
HOC1	SNAPC4
HOG1	TAOK1
HOM6	KIF6
HOS2	HDAC10
HOS4	ANKRD11
HOT1	SHMT2
HPC2	PAX7
HPR1	RBM8A
HRB1	SFRS4
HRD1	SYVN1
HRD3	AFF4
HRK1	MINK1
HRP1	HNRPA3
HRR25	CSNK1A1
HRT1	RNF7
HSC82	HSP90AB1
HSE1	STAM2
HSH155	SF3B1
HSH49	SF3B4
HSK3	SSX2IP
HSP104	VPS4A
HSP26	LPHN2
HSP42	GLP1R
HSP60	HSPD1
HSP78	CLPB
HSP82	HSP90AA1
HST1	SIRT1
HTA1	HIST1H2AJ
HTA2	HIST2H2AA3
HTB1	HIST2H2BE
HTB2	HIST1H2BB
HTL1	SMARCE1
HTZ1	HIST1H2AE
HXK1	HK3
HXK2	HK2
HXT4	SLC2A4
HXT7	SLC2A3
HYP2	EIF5A
ICL1	EPB41L3
IDH1	IDH3G
IDH2	IDH3A
IDP3	SKP2
IDS2	MTG1
IES1	MORF4L2
IES2	LGALS13
IES3	DNASE1
IES5	DYSF
IFA38	DHRS7B
IGO1	ENSA
IKI1	NIPSNAP3A
IKI3	IKBKAP
ILS1	IARS
ILV1	B4GALT1
ILV2	HACL1
ILV5	KRTAP4-12
ILV6	DPP3
IMD1	EDEM2
IMD2	IMPDH2
IMD3	STAU1
IMD4	HNRPH2
IMG1	WBP1
IMG2	IL6R
IMH1	LAMA2
IML1	RAPGEF4
IML3	LAMC3
IMP3	IMP3
IMP4	IMP4
INO80	SMARCAD1
INP2	MKS1
INP52	SYNJ1
IOC2	DIDO1
IOC3	PHC3
IOC4	DNMT3B
IPI1	TEX10
IPI3	WDR18
IPP1	PPA1
IRR1	STAG1
ISA2	RB1CC1
ISD11	SNCAIP
IST2	TMEM16H
ISW1	SMARCA5
ISW2	SMARCA1
ISY1	NRG1
ITC1	BAZ1A
IWR1	SRXN1
JIP5	ERCC8
JJJ1	DNAJB6
KAE1	OSGEP
KAP104	TNPO1
KAP114	IPO9
KAP123	IPO4
KAP95	KPNB1
KAR2	HSPA14
KCC4	PHKG2
KCS1	IHPK3
KEL1	HCFC1
KEL2	RABEPK
KEM1	XRN1
KEX2	PCSK1
KGD1	OGDH
KGD2	DLST
KIC1	STK25
KIN1	MARK2
KIN28	CDK7
KKQ8	PLK1
KOG1	FBXW7
KRE11	TRAPPC2L
KRE2	UPF3A
KRE33	RELB
KRI1	DPP7
KRR1	KRR1
KRS1	KARS
KTI11	DPH3
KTI12	STAT5B
KTR2	TUBB
KTR3	EFNA5
KTR6	C19ORF2
LAA1	SUPT7L
LAG1	LASS2
LAS17	WAS
LAT1	DLAT
LCB1	SPTLC1
LCB2	SPTLC2
LCD1	RPA3
LCP5	CRYBA2
LEA1	SNRPA1
LEO1	TSPY1
LEU4	ITGAL
LEU9	ICAM5
LGE1	MYH10
LHP1	SSB
LIA1	DOHH
LIN1	CD2BP2
LIP2	ITGAM
LOC1	SYNE2
LOS1	XPOT
LOT5	PARP4
LPD1	DLD
LRC4	CD79B
LRC5	RAB1A
LRC6	TMOD2
LRP1	EXT2
LSB1	GRAP2
LSB3	ITSN1
LSB5	SRRM1
LSC1	SUCLG1
LSC2	SUCLA2
LSG1	GNL3L
LSM1	LSM1
LSM12	DAZ3
LSM2	LSM2
LSM3	LSM3
LSM4	LSM4
LSM5	LSM5
LSM6	LSM6
LSM7	LSM7
LSM8	LSM8
LSP1	ERC2
LST8	FBXW11
LTE1	RASGRF1
LTV1	MAP3K8
LUC7	LUC7L
LUG1	LAG3
LYS12	IDH3B
LYS2	MLSTD2
LYS20	MS4A7
LYS21	HMGCL
LYS5	AASDHPPT
LYS9	AASS
MAC1	ATXN1
MAD1	MAP1A
MAD2	MAD2L1
MAE1	ME2
MAF1	MAF1
MAK10	SMAD4
MAK11	PAK1IP1
MAK21	CEBPZ
MAK3	NAT8
MAK31	TGFBR1
MAK5	DDX24
MAM33	C1QBP
MAP1	METAP1
MAP2	METAP2
MAS1	PMPCB
MAS2	PMPCA
MBP1	DAPK1
MCD1	RAD21
MCK1	GSK3B
MCM16	ADAM33
MCM21	LAMB1
MCM22	BCAM
MCM5	MCM8
MCM6	MCM6
MCM7	MCM7
MDJ1	DNAJA3
MDM10	TOMM7
MDN1	LAMC1
MDS3	ATRNL1
MDY2	RAD23A
MEC1	ATR
MED1	MED9
MED11	CENTA1
MED2	NUMA1
MED4	MED25
MED6	MED6
MED7	CRSP9
MED8	IXL
MES1	MARS
MET10	MTRR
MET12	ZMYM3
MET13	MTHFR
MET18	MMS19L
MEX67	NXF1
MFT1	THOC1
MGE1	GRPEL1
MGM1	DNM3
MGM101	PIWIL1
MGS1	WRNIP1
MHR1	ASCC2
MIR1	SLC25A3
MIS1	MYL6
MKK1	MAP2K5
MKS1	SLC8A2
MKT1	ATP1B2
MLC1	CALML3
MLC2	MYL9
MLH1	MLH1
MLH2	MLH3
MMM1	HAX1
MMS1	FBXO32
MMS2	UBE2V2
MMS21	ZMIZ2
MMS4	EME1
MMT1	SLC30A9
MND2	ANAPC11
MNL1	EDEM1
MNN10	TICAM2
MNN11	NDUFS8
MNN9	NDUFS3
MNR2	ERC1
MOB1	MOBK1B
MOG1	RANBP3
MOT1	BTAF1
MOT2	CNOT4
MPE1	RBBP6
MPH1	DICER1
MPM1	TOMM22
MPP10	MPHOSPH10
MRD1	RBM19
MRE11	MRE11A
MRH4	DDX19B
MRM1	MPST
MRN1	SPEN
MRP1	PTPRF
MRP10	DBNDD2
MRP13	PTPRU
MRP17	MRPS6
MRP20	WNT7B
MRP21	LIN7B
MRP4	MRPS2
MRP49	SAR1A
MRP51	EPHA7
MRP7	SPATA20
MRP8	GIT1
MRPL1	TP53BP2
MRPL10	SNX5
MRPL13	PRSS8
MRPL15	TES
MRPL16	BLK
MRPL17	CLCN5
MRPL19	BFSP1
MRPL20	CYP3A4
MRPL22	UQCRQ
MRPL23	PPP2R5A
MRPL24	MRPL28
MRPL25	GPC3
MRPL27	LYST
MRPL28	TRIM6
MRPL3	MRPL44
MRPL33	F8
MRPL35	ZNF638
MRPL36	TFAP2A
MRPL38	LAMC2
MRPL39	CLCN5
MRPL4	GRIPAP1
MRPL40	KIN
MRPL44	WWP1
MRPL51	BCAS2
MRPL6	KLF2
MRPL7	SPTAN1
MRPL8	MRPL17
MRPL9	BCR
MRPS16	PTPRS
MRPS17	CBWD2
MRPS18	NDE1
MRPS28	GTF2F1
MRPS35	PPFIBP1
MRPS5	GRID2
MRPS8	GRIP1
MRPS9	MRPS9
MRS4	SLC25A36
MRS6	CHML
MRT4	CDC2L2
MSH2	MSH2
MSH3	MSH3
MSH6	MSH6
MSI1	RBBP7
MSL1	SNRPB2
MSL5	SF1
MSN5	XPO5
MSP1	KATNA1
MSS116	DDX46
MSS51	UBQLN4
MTF2	CUTL1
MTO1	AGRIN
MTR10	TNPO3
MTR2	THRAP1
MTR3	CHES1
MTR4	SKIV2L
MTW1	MIS12
MUD1	SNRPA
MUD2	U2AF2
MUK1	RIN3
MUM2	WTAP
MUS81	MUS81
MVB12	POU5F1
MYO1	MYH14
MYO2	MYO5A
MYO3	MYO1E
MYO4	MYO1A
MYO5	MYO1F
NAB2	ZC3H14
NAB3	HNRPC
NAB6	HNRPR
NAM8	TIAL1
NAM9	SDCBP
NAN1	TLE4
NAP1	NAP1L4
NAR1	NARF
NAS6	PSMD10
NAT1	NARG1L
NAT5	GALNT10
NBA1	HIST3H3
NBP35	NUBP1
NCB2	DR1
NCE102	FAM50B
NCP1	POR
NDI1	SFRS10
NEM1	CTDP1
NET1	MCC
NEW1	ABCG1
NFI1	PIAS4
NFS1	AGXT
NGG1	TADA3L
NGL1	DHFR
NHP10	SOX13
NHP2	COL6A2
NHP6A	HMGB1
NIC96	NUP93
NIF3	NIF3L1
NIP1	EIF3S8
NIP7	NIP7
NKP1	EPB41
NKP2	ANTXR1
NMA1	OAT
NMA2	NMNAT1
NMD3	NMD3
NMD5	IPO7
NNF1	MTMR6
NNF2	TPM4
NOB1	NOB1
NOC2	NOC2L
NOC3	PIN4
NOC4	NOC4L
NOG1	GTPBP4
NOG2	GNL2
NOP1	FBL
NOP10	LYPLA2
NOP12	PABPN1
NOP13	RBM23
NOP14	TNIP2
NOP15	MKI67IP
NOP16	APPBP2
NOP2	NOL1
NOP4	NCL
NOP53	GLTSCR2
NOP58	NOL5A
NOP6	PSPC1
NOP7	PES1
NOP8	NOL8
NOT5	CNOT3
NPL3	SFRS6
NPL4	NPLOC4
NPL6	TMF1
NPR2	CXORF9
NQM1	ZHX1
NRD1	RBMS1
NSA1	WDR74
NSA2	FN1
NSE3	GALNT13
NSE4	EID3
NSL1	DSN1
NSP1	NUP62
NSR1	TIA1
NTA1	NIT1
NTC20	FAM45B
NTH1	UCP2
NTH2	UCP3
NTO1	BRD1
NTR2	PDCD7
NUC1	PAOX
NUF2	NUF2
NUG1	GNL3
NUM1	LAMA3
NUP1	NUP153
NUP116	NUP98
NUP120	WDR44
NUP133	NUP133
NUP145	CLINT1
NUP159	NUP214
NUP170	NUP155
NUP192	NUP205
NUP2	RANBP2
NUP49	NUPL1
NUP53	GLE1L
NUP57	NUP54
NUP60	NCOA6
NUP82	NUP133
NUP84	NUP107
NUP85	NUP160
NUT1	CRSP7
NUT2	MED10
NVJ1	VIM
OCA1	EIF3S6IP
OCA2	PTPRJ
OCA4	ZNF804A
OCA5	EPM2AIP1
OCA6	EPM2A
OGG1	OGG1
OKP1	TMEM24
OLA1	GTPBP9
OLE1	SCD
OPI1	SNF1LK
ORC1	ORC1L
ORC2	ORC2L
ORC3	CYP11B1
ORC4	ORC4L
ORC5	ORC5L
ORC6	ORC6L
OSH2	OSBP
OSH7	OSBPL3
OST3	TUSC3
OTU1	AGC1
OXA1	OXA1L
OXR1	NCOA7
OYE2	PRKDC
PAA1	AANAT
PAB1	PABPC1
PAC10	VBP1
PAF1	EP300
PAM1	PAIP2
PAN1	EHD3
PAN2	USP52
PAN3	PAN3
PAP1	PAPOLA
PAP2	PTK2B
PAT1	PCLO
PBA1	NF1
PBI2	CPNE3
PBP1	ATXN2L
PBP4	BRF1
PBS2	MAP3K6
PBY1	TTLL5
PCA1	ATP7B
PCF11	PCF11
PCI8	COPS7B
PCL7	OSTM1
PCL8	C1ORF61
PCM1	POLD4
PCS60	SLC27A6
PCT1	PCYT1A
PDA1	PDHA2
PDB1	PDHB
PDC1	TBKBP1
PDC2	CENPB
PDC6	ILVBL
PDI1	PDIA4
PDR1	SSX1
PDR12	ABCG4
PDR15	ABCG8
PDR17	RLBP1
PDR5	ABCG2
PDX1	PDHX
PEA2	KNS2
PEP1	SORL1
PEP12	STX12
PEP3	VPS18
PEP4	CTSD
PEP5	VPS11
PEP8	VPS26A
PET111	MATR3
PET112	TPM3
PET123	PPFIA3
PET9	SLC25A6
PEX11	PEX11A
PEX14	PEX14
PEX17	PEX13
PEX5	PEX5
PFD1	PFDN1
PFK1	PFKP
PFK2	PFKL
PFS2	WDR33
PGA2	KLC2
PGD1	THRAP6
PGI1	GPI
PGK1	PGK1
PHB1	PHB
PHB2	PHB2
PHM8	CHD3
PHO23	ING1
PHO80	CABLES2
PHO81	ANK1
PHO85	CDK5
PHO88	SNAPC2
PIH1	NOP17
PIK1	PIK4CB
PIL1	ADCYAP1R1
PIR1	SMURF1
PKC1	PRKCE
PKH1	PDPK1
PLP2	PDCL
PMA1	ATP1A1
PMR1	ATP2A3
PMS1	PMS1
PMT4	POMT2
PNG1	NGLY1
PNO1	PNO1
POB3	SSRP1
POL1	POLA1
POL12	POLA2
POL2	POLE
POL3	POLD1
POL31	POLD2
POL32	POLD3
POL4	POLL
POL5	MYBBP1A
POP1	POP1
POP2	CNOT8
POP3	CYP2E1
POP4	POP4
POP5	POP5
POP6	RPP21
POP7	MYH11
POP8	RPP25
POR1	VDAC3
PPH21	PPP2CA
PPH22	PPP2CB
PPH3	PPP6C
PPN1	SMPDL3A
PPT1	FKBP5
PPZ1	PPP1CC
PRC1	MED10
PRE1	PSMB2
PRE10	PSMA7
PRE2	PSMB8
PRE3	PSMB6
PRE4	PSMB4
PRE5	PSMA1
PRE6	PSMA2
PRE7	PSMB1
PRE8	PSMA4
PRE9	PSMA6
PRI1	PRIM1
PRI2	PRIM2A
PRK1	BMP2K
PRM8	CDH1
PRO2	MAP3K7
PRP11	SF3A2
PRP18	PRPF18
PRP19	PRPF19
PRP2	DHX15
PRP21	SF3A1
PRP24	PABPC3
PRP28	DDX4
PRP3	PRPF3
PRP31	LAMB3
PRP38	RBM17
PRP39	RETN
PRP4	PRPF4
PRP40	PRPF40A
PRP42	CHERP
PRP43	DHX16
PRP45	SNW1
PRP46	PLRG1
PRP6	PRPF6
PRP8	PRPF8
PRP9	SF3A3
PRR1	MARK1
PRS1	PRPS2
PRS3	PRPSAP1
PRT1	EIF3S9
PRX1	PRDX6
PSA1	GMPPB
PSD1	PISD
PSD2	SYT3
PSE1	RANBP5
PSF2	GINS2
PSH1	TRIM25
PSK1	PIM2
PSP2	PRMT8
PSR1	CTDSP1
PSR2	CTDSPL
PST2	USP9X
PSY2	SMEK2
PSY4	PPP4R2
PTA1	SYMPK
PTC1	PPM1E
PTC2	PPM1B
PTC3	PPM1A
PTC4	PPM1G
PTC6	PPM1L
PTI1	CSTF2T
PTK1	TSSK2
PTR3	PFKM
PUF3	PUM2
PUF4	PUM1
PUF6	KIAA0020
PUP1	PSMB9
PUP2	PSMA5
PUP3	PSMB3
PWP1	PWP1
PWP2	PWP2
PXR1	GPATCH8
PYC1	PC
PYC2	PCCA
PYK2	PKM2
QCR2	UQCRC2
QCR7	UQCRB
QNQ1	HNRPA1
RAD1	ERCC4
RAD10	ERCC1
RAD14	XPA
RAD16	HLTF
RAD18	RAD18
RAD23	RAD23B
RAD26	ERCC6
RAD27	FEN1
RAD3	ERCC2
RAD4	XPC
RAD50	RAD50
RAD51	RAD51
RAD52	RAD52
RAD53	CHEK2
RAD6	UBE2A
RAD7	FBXL20
RAI1	DOM3Z
RAM1	FNTB
RAM2	FNTA
RAS1	RRAS2
RAT1	XRN2
RAV1	DMXL2
RAV2	ATP6V0E1
RBG1	DRG1
RBG2	DRG2
RBS1	R3HDM2
RCK2	CAMK4
RCL1	NFKB2
RCO1	PHF12
REB1	DMTF1
REF2	SLC12A9
REG1	PRKAA1
REI1	ZNF622
RET1	LRPPRC
RET2	ARCN1
RET3	COPZ1
REV1	REV1
RFA1	RPA1
RFA2	RPA4
RFA3	AICDA
RFC1	CHTF18
RFC2	RFC2
RFC3	CHTF18
RFC4	RFC4
RFC5	RFC3
RFS1	KCTD20
RFX1	RFX4
RGD1	ARHGAP27
RGD2	MYO9A
RGP1	STARD9
RGR1	CRSP2
RIB7	MYBL1
RIC1	NDUFA7
RIM1	SSBP1
RIM11	GSK3A
RIO2	RIOK1
RIX1	TPX2
RIX7	NVL
RKM1	HIST1H2BN
RKM2	BPGM
RLF2	TUBGCP6
