yeast	human
PAC10	VBP1
PFD1	PFDN1
SOG2	LRRC7
NOP12	NCL
MOG1	GFRA1
MUM2	WTAP
HTB1	HIST2H2BE
CWC22	NOM1
RSM19	UACA
HYP2	EIF5A
REF2	SRGAP3
SPB1	FTSJ3
FIP1	FIP1L1
YRA2	HNRPM
APC9	ARHGAP5
NOC2	NOC2L
SET1	SETD1B
CCT3	CCT3
RRP7	SDK1
LAS17	WAS
EMP47	LMAN1
YKU70	XRCC6
NOC4	NOC4L
RPO26	POLR2F
SSN8	CCNC
SIN4	HNRPD
ERV25	TMED10
EMP24	TMED2
YOL098C	NRD1
YNL260C	SHANK1
YOR164C	TOP2A
PRT1	EIF3S9
NUP49	SLC25A1
YAE1	CHRNB1
LRP1	EXT2
YMR196W	ITSN1
CBF5	DKC1
RPN10	PSMD4
MRI1	NLRP12
YDR415C	TFRC
GLT1	FDXR
NOP15	MKI67IP
CNA1	PPP3CC
UBP6	USP47
URB2	LAX1
PUF6	KIAA0020
RPN13	ADRM1
PMT4	POMT2
OST3	TUSC3
SPP382	TFIP11
PYC1	PC
VPS71	ZNHIT1
ELG1	INPP1
TRS31	TRAPPC5
PNG1	NGLY1
RAD23	RAD23B
SMC4	SMC4
ASK1	GLI2
DUO1	THPO
KEX2	PCSK1
SEC23	SEC23A
SEC24	SEC24B
MET13	MTHFR
ASC1	GNB2L1
ORC6	GSTA2
PRE10	PSMA3
MRPL4	GRIPAP1
SEC53	PMM1
RSC1	BAHD1
NAN1	SPAG16
PRO2	SPBC25
TOA1	GTF2A1
TMA20	MCTS1
RRD1	PPP2R4
TMA22	DENR
LEA1	SNRPA1
YOS9	NCAM2
VPS54	SYTL5
TAH1	SGTB
SUP35	GSPT1
RPL11A	INVS
MLH2	PMS1
PCM1	SORBS1
DOM34	SMARCAD1
RAD51	RAD51
LSC1	SUCLG1
ATP7	ATP5H
EAF1	MYBL1
STE12	UBOX5
RAD1	ERCC4
SPS22	ODF2L
SWC3	PAM
PRP21	SF3A1
RTF1	LYST
JJJ1	DNAJB6
GTR2	RRAGC
NUP133	NUP133
NIC96	NUP93
GLG1	GYG2
FKS1	TAF15
FOL3	CTSS
PEA2	KNS2
RPS25B	HCN1
RPC34	POLR3F
IOC3	MAP1S
DRS1	DDX27
CTF18	CHTF18
TIF1	EIF4A3
RPC53	POLR3D
MNN10	TICAM2
YHM2	SLC25A38
RPL3	ELMO2
REI1	ZNF622
ARC19	ARPC4
CTF19	AICDA
YKL088W	PPCDC
MRPL23	ZNF295
RPL34A	BRD8
TRA1	TRRAP
SAP30	TMEM57
RIO2	RIOK1
PRE8	PSMA2
HOS2	HDAC3
SWD2	RBBP7
MED2	CPLX2
MCD1	RAD21
MCM6	MCM6
ESF1	NR3C1
RRP9	FBXW7
SRV2	CAP2
BEM1	SH3PXD2A
YMR259C	COPG
SET3	ASH1L
RPC19	POLR1D
TLG2	STX16
APL6	AP3B2
YBR238C	SLC12A3
LEU4	ITGAL
NDI1	PCM1
PNO1	PNO1
PDC5	COL6A1
FAR8	STRN3
LYS20	CD1E
DPB4	POLE3
CDC14	CDC14A
HDA2	PIK3R3
SHO1	FGR
RPL18A	SPATA20
KEL2	RABEPK
MRP51	COG2
ATG4	ATG4B
GFA1	GFPT1
RGD1	ARHGAP27
MCM16	ADAM33
GRH1	GORASP1
POL32	ARID1A
CCT8	CCT8
TRM11	THUMPD3
HXT7	SLC2A1
FTH1	ZFYVE20
CDC27	CDC27
RTS3	CCDC6
SNF5	PDCL
VPS38	DMD
SDS3	SUDS3
RKM1	LRRC8D
PUP3	PSMB3
PAT1	PCLO
YOR1	ABCC8
MRP4	MRPS2
CFT1	CPSF1
RPL12B	RPL12
VPS15	PIK3R4
POL31	POLD2
YAR075W	MYOC
DIP2	WDR3
PRP38	PRPF38A
EAF6	MAP3K10
PRP9	SF3A3
YBL104C	DDB2
ORC1	ORC1L
DLD3	AGPS
BUD7	USP40
SIF2	TBL1XR1
BUG1	AKAP9
ADE13	FH
PAM1	ABR
NUP84	NUP107
RPS29B	ITGB2
GRX4	TXNL2
BNI1	FMNL3
KEM1	XRN1
ASF1	ASF1B
SPT8	TAF5
RPL9B	CDH11
RPB9	POLR2I
YML081W	EGR1
SMC3	SMC3
